kind,old_code,new_code,status,source_name,target_name,source_unit,target_unit,match_score,reason
Material,4733422,7017088,名称单位匹配,控制电缆 KVV22 500V 7芯 4mm2,控制电缆 KVV22 500V 7芯 4mm2,m,m,100,
Material,4733457,7017126,名称单位匹配,控制电缆 KVV22 500V 10芯 2.5mm2,控制电缆 KVV22 500V 10芯 2.5mm2,m,m,100,
Material,4733459,7017240,名称单位匹配,控制电缆 KVV22 500V 19芯 2.5mm2,控制电缆 KVV22 500V 19芯 2.5mm2,m,m,100,
Material,4733461,7017316,名称单位匹配,控制电缆 KVV22 500V 30芯 2.5mm2,控制电缆 KVV22 500V 30芯 2.5mm2,m,m,100,
Material,4735010,7018000,名称单位匹配,重型橡套电缆 YCW-3×16,重型橡套电缆 YCW-3×16,m,m,100,
Material,4735014,4735014,2024缺失，补充,电力电缆0.6kV BVR-10m㎡,电力电缆0.6kV BVR-10m㎡,m,m,0,无可靠唯一相似候选，按补充处理
Material,4735015,7012680,人工审核使用best_candidate,电力电缆0.6kV BVR-50m㎡,电力电缆0.6kV BVR-50mm2,m,m,100,1=使用best_candidate
Material,4735016,7017962,名称单位匹配,双绞屏蔽线 0.6kV 3芯 0.75mm2,双绞屏蔽线 0.6kV 3芯 0.75mm2,m,m,100,
Material,4735017,7017981,名称单位匹配,双绞屏蔽线 0.6kV 6芯 0.3mm2,双绞屏蔽线 0.6kV 6芯 0.3mm2,m,m,100,
Material,4740010,7051783,名称单位匹配,电缆卡子 1.5×40,电缆卡子 1.5×40,个,个,100,
Material,4740011,7051805,名称单位匹配,电缆卡子 3×50,电缆卡子 3×50,个,个,100,
Material,4740012,7051827,名称单位匹配,电缆卡子 3×80,电缆卡子 3×80,个,个,100,
Material,4740013,7051849,名称单位匹配,电缆卡子 扁钢4×30,电缆卡子 扁钢4×30,套,套,100,
Material,4740014,7052003,名称单位匹配,电缆挂架SDJ,电缆挂架SDJ,根,根,100,
Material,4740015,7059175,名称单位匹配,槽道铰链 自制,槽道铰链 自制,个,个,100,
Material,4740016,7059197,名称单位匹配,塑料雨罩 YS-1,塑料雨罩 YS-1,个,个,100,
Material,4740017,7059219,名称单位匹配,塑料雨罩 YS-2,塑料雨罩 YS-2,个,个,100,
Material,4740018,7050463,人工审核使用best_candidate,控制电缆头套管 KT2-7 14芯以下,控制电缆头套管 KT2-7 ≤14芯,只,只,100,1=使用best_candidate
Material,4740019,7050485,人工审核使用best_candidate,控制电缆头套管 KT2-10 24芯以下,控制电缆头套管 KT2-10 ≤24芯,只,只,100,1=使用best_candidate
Material,4741030,7016062,名称单位匹配,10kV电缆护层保护器,10kV电缆护层保护器,个,个,100,
Material,4741031,8016511,名称单位匹配,电缆护层保护器 110kV,电缆护层保护器 110kV,个,个,100,
Material,4741032,8016945,名称单位匹配,电缆护层保护器 220kV,电缆护层保护器 220kV,个,个,100,
Material,4741033,8017379,名称单位匹配,电缆护层保护器 330kV,电缆护层保护器 330kV,个,个,100,
Material,4741034,8017813,名称匹配单位不同,电缆固定夹具 110kV,电缆固定夹具 110kV,套,个,100,
Material,4741035,8018247,名称匹配单位不同,电缆固定夹具 220kV,电缆固定夹具 220kV,套,个,100,
Material,4741036,8018681,名称匹配单位不同,电缆固定夹具 330kV,电缆固定夹具 330kV,套,个,100,
Material,4741144,1306078,名称单位匹配,镀彩钢制槽式桥架 200×150,镀彩钢制槽式桥架 200×150,m,m,100,
Material,4741145,1306181,人工审核使用best_candidate,镀锌钢制槽式桥架 400×200,镀彩钢制槽式桥架 400×200,m,m,100,1=使用best_candidate
Material,4741146,1306284,人工审核使用best_candidate,镀锌钢制槽式桥架 600×200,镀彩钢制槽式桥架 600×200,m,m,100,1=使用best_candidate
Material,4741147,1306387,人工审核使用best_candidate,镀锌钢制槽式桥架 800×200,镀彩钢制槽式桥架 800×200,m,m,100,1=使用best_candidate
Material,4741154,1306490,相似名称匹配,镀锌钢制托盘式桥架 200×150,镀彩钢制托盘式桥架 200×150,m,m,96,自动采用唯一高相似候选
Material,4741155,1306593,相似名称匹配,镀锌钢制托盘式桥架 400×200,镀彩钢制托盘式桥架 400×200,m,m,96,自动采用唯一高相似候选
Material,4741156,1306696,相似名称匹配,镀锌钢制托盘式桥架 600×200,镀彩钢制托盘式桥架 600×200,m,m,96,自动采用唯一高相似候选
Material,4741157,1306799,相似名称匹配,镀锌钢制托盘式桥架 800×200,镀彩钢制托盘式桥架 800×200,m,m,96,自动采用唯一高相似候选
Material,4741164,1306902,人工审核使用best_candidate,镀锌钢制梯级式桥架 200×150,镀彩钢制梯级式桥架 200×150,m,m,100,1=使用best_candidate
Material,4741165,1307005,人工审核使用best_candidate,镀锌钢制梯级式桥架 400×200,镀彩钢制梯级式桥架 400×200,m,m,100,1=使用best_candidate
Material,4741166,1307108,人工审核使用best_candidate,镀锌钢制梯级式桥架 600×200,镀彩钢制梯级式桥架 600×200,m,m,100,1=使用best_candidate
Material,4741167,1307211,名称单位匹配,镀彩钢制梯级式桥架 800×200,镀彩钢制梯级式桥架 800×200,m,m,100,
Material,4742010,7039113,名称单位匹配,塑料电缆中间接线盒 LSV-1,塑料电缆中间接线盒 LSV-1,个,个,100,
Material,4743013,7051607,名称单位匹配,塑料分支手套 ST-41,塑料分支手套 ST-41,个,个,100,
Material,4743014,7051629,名称单位匹配,塑料分支手套 ST-43,塑料分支手套 ST-43,个,个,100,
Material,4745011,1301340,规范化名称匹配,光、电缆保护槽道(含支架、弯头）240×180×2.0,光、电缆保护槽道(含支架、弯头） 240×180×2.0,m,m,98,
Material,4745012,1301443,规范化名称匹配,光、电缆保护槽道(含支架、弯头）320×180×3.0,光、电缆保护槽道(含支架、弯头） 320×180×3.0,m,m,98,
Material,4752010,7019653,名称匹配单位不同,热缩式电缆终端头 RST-1 1kV,热缩式电缆终端头 RST-1 1kV,套,个,100,
Material,4752011,7019672,名称匹配单位不同,热缩式电缆终端头 RST-2 1kV,热缩式电缆终端头 RST-2 1kV,套,个,100,
Material,4752012,7019691,名称匹配单位不同,热缩式电缆终端头 RST-3 1kV,热缩式电缆终端头 RST-3 1kV,套,个,100,
Material,4753010,7019710,名称匹配单位不同,热缩式中间电缆头 RSJ-1 1kV,热缩式中间电缆头 RSJ-1 1kV,套,个,100,
Material,4753011,7019729,名称匹配单位不同,热缩式中间电缆头 RSJ-2 1kV,热缩式中间电缆头 RSJ-2 1kV,套,个,100,
Material,4753012,7019748,名称匹配单位不同,热缩式中间电缆头 RSJ-3 1kV,热缩式中间电缆头 RSJ-3 1kV,套,个,100,
Material,4753040,7018646,人工审核指定电算代号,10kV单芯冷缩电缆终端头 T型、插拔式 95～120mm2,10kV单芯冷缩电缆终端头 T型、插拔式 70～120mm2,个,个,100,L列指定电算代号
Material,4753041,7018665,人工审核使用best_candidate,10kV单芯冷缩电缆终端头 T型、插拔式 150～185mm2,10kV单芯冷缩电缆终端头 T型、插拔式 150～240mm2,个,个,100,1=使用best_candidate
Material,4753042,7018684,人工审核指定电算代号,10kV单芯冷缩电缆终端头 T型、插拔式 240～400mm2,10kV单芯冷缩电缆终端头 T型、插拔式 300～400mm2,个,个,100,L列指定电算代号
Material,4753110,7018874,人工审核使用best_candidate,10kV户内三芯冷缩电缆终端头 25～35mm2,10kV户内三芯冷缩电缆终端头 25～50mm2,个,个,100,1=使用best_candidate
Material,4753112,7018893,人工审核使用best_candidate,10kV户内三芯冷缩电缆终端头 95～120mm2,10kV户内三芯冷缩电缆终端头 70～120mm2,个,个,100,1=使用best_candidate
Material,4753114,7018931,人工审核指定电算代号,10kV户内三芯冷缩电缆终端头 240～400mm2,10kV户内三芯冷缩电缆终端头 300～400mm2,个,个,100,L列指定电算代号
Material,4753115,7018950,人工审核使用best_candidate,10kV户外三芯冷缩电缆终端头 25～35mm2,10kV户外三芯冷缩电缆终端头 25～50mm2,个,个,100,1=使用best_candidate
Material,4753117,7018969,人工审核使用best_candidate,10kV户外三芯冷缩电缆终端头 95～120mm2,10kV户外三芯冷缩电缆终端头 70～120mm2,个,个,100,1=使用best_candidate
Material,4753119,7019007,人工审核指定电算代号,10kV户外三芯冷缩电缆终端头 240～400mm2,10kV户外三芯冷缩电缆终端头 300～400mm2,个,个,100,L列指定电算代号
Material,4753120,7018703,人工审核使用best_candidate,10kV三芯冷缩中间电缆头 25～35mm2,10kV三芯冷缩中间电缆头 25～50mm2,个,个,100,1=使用best_candidate
Material,4753122,7018741,人工审核使用best_candidate,10kV三芯冷缩中间电缆头 95～120mm2,10kV三芯冷缩中间电缆头 70～120mm2,个,个,100,1=使用best_candidate
Material,4753124,7018779,人工审核使用best_candidate,10kV三芯冷缩中间电缆头 240～300mm2,10kV三芯冷缩中间电缆头 300～400mm2,个,个,100,1=使用best_candidate
Material,4753132,7018494,人工审核使用best_candidate,10kV单芯冷缩中间电缆头 95～120mm2,10kV单芯冷缩中间电缆头 70～120mm2,个,个,100,1=使用best_candidate
Material,4753133,7018513,人工审核使用best_candidate,10kV单芯冷缩中间电缆头 150～185mm2,10kV单芯冷缩中间电缆头 150～240mm2,个,个,100,1=使用best_candidate
Material,4753134,7018532,人工审核使用best_candidate,10kV单芯冷缩中间电缆头 240～400mm2,10kV单芯冷缩中间电缆头 300～400mm2,个,个,100,1=使用best_candidate
Material,4753228,7019330,名称单位匹配,35kV三芯冷缩中间电缆头 120～185mm2,35kV三芯冷缩中间电缆头 120～185mm2,个,个,100,
Material,4753229,7019349,人工审核使用best_candidate,35kV三芯冷缩中间电缆头 240～300mm2,35kV三芯冷缩中间电缆头 240～400mm2,个,个,100,1=使用best_candidate
Material,4753234,7019425,人工审核使用best_candidate,35kV户内三芯冷缩电缆终端头 50～95mm2,35kV户内三芯冷缩电缆终端头 35～95mm2,个,个,100,1=使用best_candidate
Material,4753235,7019444,名称单位匹配,35kV户内三芯冷缩电缆终端头 120～185mm2,35kV户内三芯冷缩电缆终端头 120～185mm2,个,个,100,
Material,4753236,7019577,人工审核使用best_candidate,35kV户内三芯冷缩电缆终端头 240～300mm2,35kV户内三芯热缩电缆终端头 240～400mm2,个,个,100,1=使用best_candidate
Material,4753411,8012605,名称单位匹配,电气化电缆冷缩式终端头 63kV 1芯240～300mm2,电气化电缆冷缩式终端头 63kV 1芯240～300mm2,个,个,100,
Material,4753412,8013039,名称单位匹配,电气化电缆冷缩式终端头 63kV 1芯400mm2,电气化电缆冷缩式终端头 63kV 1芯400mm2,个,个,100,
Material,4753415,8014341,名称单位匹配,电气化电缆冷缩式中间头 63kV 1芯400mm2,电气化电缆冷缩式中间头 63kV 1芯400mm2,个,个,100,
Material,4753418,8015643,名称单位匹配,27.5kV插拔式电缆头,27.5kV插拔式电缆头,个,个,100,
Material,4810010,7040001,名称单位匹配,高压盘形悬式绝缘子 XP-70C,高压盘形悬式绝缘子 XP-70C,个,个,100,
Material,4810110,7040136,名称单位匹配,高压瓷横担绝缘子 S-210Z/250,高压瓷横担绝缘子 S-210Z/250,个,个,100,
Material,4810111,7040271,名称单位匹配,高压瓷横担绝缘子 S-210/250,高压瓷横担绝缘子 S-210/250,个,个,100,
Material,4810210,7040811,名称单位匹配,高压拉紧绝缘子 J-4.5,高压拉紧绝缘子 J-4.5,个,个,100,
Material,4810211,7040946,名称单位匹配,高压拉紧绝缘子 J-9,高压拉紧绝缘子 J-9,个,个,100,
Material,4810310,7040406,名称单位匹配,高压瓷拉棒绝缘子 XS-10/2T,高压瓷拉棒绝缘子 XS-10/2T,个,个,100,
Material,4810311,7040541,名称单位匹配,高压瓷拉棒绝缘子 150210,高压瓷拉棒绝缘子 150210,个,个,100,
Material,4810313,7041081,名称单位匹配,高压支柱绝缘子 10kV,高压支柱绝缘子 10kV,个,个,100,
Material,4810314,7041216,名称单位匹配,高压针式绝缘子 PS-20,高压针式绝缘子 PS-20,个,个,100,
Material,4811012,7041621,名称单位匹配,低压针式绝缘子 PD-1T,低压针式绝缘子 PD-1T,只,只,100,
Material,4811110,7042026,名称单位匹配,低压蝶式绝缘子 ED-1,低压蝶式绝缘子 ED-1,只,只,100,
Material,4811210,7042431,名称单位匹配,低压轴式绝缘子 EX-2,低压轴式绝缘子 EX-2,只,只,100,
Material,4811310,7042566,名称单位匹配,户外棒形支柱绝缘子 ZS-10/4,户外棒形支柱绝缘子 ZS-10/4,个,个,100,
Material,4811311,7042701,名称单位匹配,户外棒形支柱绝缘子 ZS-35/6L,户外棒形支柱绝缘子 ZS-35/6L,个,个,100,
Material,4811313,7044186,名称单位匹配,户内支柱绝缘子 ZA-35Y,户内支柱绝缘子 ZA-35Y,个,个,100,
Material,4811314,7044726,名称匹配单位不同,电车绝缘子,电车绝缘子,套,个,100,
Material,4812012,7045401,规范化名称匹配,直瓷管 Φ15×305,直瓷管 φ15×305,个,个,98,
Material,4812111,7046076,名称单位匹配,瓷接头 双路,瓷接头 双路,个,个,100,
Material,4812112,7046211,名称单位匹配,瓷接头 3回路,瓷接头 3回路,个,个,100,
Material,4812311,7046481,名称单位匹配,瓷灯头,瓷灯头,个,个,100,
Material,4812315,7047021,人工审核使用best_candidate,13600#瓷件,13600号瓷件,个,个,100,1=使用best_candidate
Material,4812317,7052025,名称单位匹配,挂环 ZH-7,挂环 ZH-7,个,个,100,
Material,4820010,7051233,名称单位匹配,直角挂板 Z1-6,直角挂板 Z1-6,个,个,100,
Material,4820011,7051255,名称单位匹配,直角挂板 Z-12,直角挂板 Z-12,个,个,100,
Material,4821010,7051277,名称单位匹配,平行挂板 PS-7,平行挂板 PS-7,个,个,100,
Material,4821011,7051299,名称单位匹配,平行挂板 P-7,平行挂板 P-7,个,个,100,
Material,4821012,7051321,名称单位匹配,平行挂板 PD-7,平行挂板 PD-7,个,个,100,
Material,4821013,7051343,名称单位匹配,平行挂板 PD-10,平行挂板 PD-10,个,个,100,
Material,4821014,7051365,名称单位匹配,平行挂板 PD-12,平行挂板 PD-12,个,个,100,
Material,4821015,7051387,名称单位匹配,双板平行挂板 P-7,双板平行挂板 P-7,套,套,100,
Material,4822012,7052135,名称单位匹配,矩形母线固定金具 MNP-201×63,矩形母线固定金具 MNP-201×63,个,个,100,
Material,4822101,7018076,人工审核使用best_candidate,封闭型母线 宽850/360mm2,封闭型母线 宽850/360mm2 单片载流量1125A,m/单相,m/单相,100,1=使用best_candidate
Material,4822201,7018114,名称单位匹配,密集型母线 1250A,密集型母线 1250A,m/三相,m/三相,100,
Material,4822202,7018133,名称单位匹配,密集型母线 2000A,密集型母线 2000A,m/三相,m/三相,100,
Material,4822203,7018152,名称单位匹配,密集型母线 4000A,密集型母线 4000A,m/三相,m/三相,100,
Material,4823010,7052619,名称单位匹配,连接线夹,连接线夹,个,个,100,
Material,4823012,7052641,名称单位匹配,接头线夹,接头线夹,套,套,100,
Material,4823013,7052663,名称单位匹配,地线悬式线夹 XGB-1,地线悬式线夹 XGB-1,个,个,100,
Material,4823014,7052685,名称单位匹配,设备线夹 SY-35,设备线夹 SY-35,个,个,100,
Material,4823016,7052729,名称单位匹配,并钩线夹 JB-1,并钩线夹 JB-1,套,套,100,
Material,4823017,7052751,名称单位匹配,胶木线夹,胶木线夹,个,个,100,
Material,4823020,7052773,名称单位匹配,楔形线夹 LX-1,楔形线夹 LX-1,个,个,100,
Material,4823021,7052047,名称单位匹配,Ｕ形挂环 Ｕ1-6,Ｕ形挂环 Ｕ1-6,个,个,100,
Material,4823022,7052795,名称单位匹配,耐张线夹(不可调式) NU-3,耐张线夹(不可调式) NU-3,个,个,100,
Material,4823033,7052839,名称单位匹配,楔模型线夹 NX-1,楔模型线夹 NX-1,个,个,100,
Material,4824010,7052949,名称单位匹配,横担 ∠40×4×700,横担 ∠40×4×700,根,根,100,
Material,4824011,7052993,名称单位匹配,横担 ∠40×5×710,横担 ∠40×5×710,根,根,100,
Material,4824013,7053015,名称单位匹配,横担 ∠50×5×392,横担 ∠50×5×392,根,根,100,
Material,4824014,7053037,名称单位匹配,横担 ∠50×5×588,横担 ∠50×5×588,根,根,100,
Material,4824015,7053059,名称单位匹配,横担 ∠50×5×700,横担 ∠50×5×700,根,根,100,
Material,4824017,7053103,名称单位匹配,横担 ∠50×5×900,横担 ∠50×5×900,根,根,100,
Material,4824018,7053125,名称单位匹配,横担 ∠50×5×1000,横担 ∠50×5×1000,根,根,100,
Material,4824023,7053235,名称单位匹配,横担 ∠50×5×1800,横担 ∠50×5×1800,根,根,100,
Material,4824024,7053257,规范化名称匹配,横担(Ⅰ)∠50×5×2300,横担(Ⅰ) ∠50×5×2300,根,根,98,
Material,4824025,7053279,名称单位匹配,横担 ∠56×5×700,横担 ∠56×5×700,根,根,100,
Material,4824028,7053323,名称单位匹配,横担 ∠63×6×320,横担 ∠63×6×320,根,根,100,
Material,4824029,7053345,名称单位匹配,横担 ∠63×6×440,横担 ∠63×6×440,根,根,100,
Material,4824031,7053389,名称单位匹配,横担 ∠63×6×680,横担 ∠63×6×680,根,根,100,
Material,4824035,7053455,规范化名称匹配,横担 ∠63×6×1500(高压),横担 ∠63×6×1500 （高压）,根,根,98,
Material,4824036,7053477,名称单位匹配,横担 ∠63×6×1500,横担 ∠63×6×1500,根,根,100,
Material,4824037,7053499,名称单位匹配,横担 ∠63×6×1600,横担 ∠63×6×1600,根,根,100,
Material,4824038,7053521,名称单位匹配,横担 ∠63×6×1700,横担 ∠63×6×1700,根,根,100,
Material,4824040,7053543,名称单位匹配,横担 ∠63×6×1850,横担 ∠63×6×1850,根,根,100,
Material,4824045,7053609,名称单位匹配,横担 ∠63×6×2240,横担 ∠63×6×2240,根,根,100,
Material,4824053,7053675,名称单位匹配,横担(七) ∠63×6×2846,横担(七) ∠63×6×2846,根,根,100,
Material,4824054,7053697,名称单位匹配,横担 ∠63×6×2900,横担 ∠63×6×2900,根,根,100,
Material,4824057,7053763,名称单位匹配,横担(六) ∠63×6×3139,横担(六) ∠63×6×3139,根,根,100,
Material,4824060,7053785,名称单位匹配,横担(Ⅱ) ∠75×6×1500,横担(Ⅱ) ∠75×6×1500,根,根,100,
Material,4824063,7053851,名称单位匹配,横担 ∠75×6×1800,横担 ∠75×6×1800,根,根,100,
Material,4824065,7053873,名称单位匹配,横担 ∠75×6×1970,横担 ∠75×6×1970,根,根,100,
Material,4824067,7053917,名称单位匹配,横担 ∠75×6×2400,横担 ∠75×6×2400,根,根,100,
Material,4824073,7053961,名称单位匹配,横担 ∠75×6×3000,横担 ∠75×6×3000,根,根,100,
Material,4824075,7054005,名称单位匹配,横担 ∠75×8×650,横担 ∠75×8×650,根,根,100,
Material,4824076,7054027,名称单位匹配,横担 ∠75×8×700,横担 ∠75×8×700,根,根,100,
Material,4824079,7054071,相似名称匹配,横担 ∠75×8×1500(高压),横担 ∠75×8×1500,根,根,100,自动采用唯一高相似候选
Material,4824083,7054115,名称单位匹配,横担 ∠75×8×2100,横担 ∠75×8×2100,根,根,100,
Material,4824088,7054159,名称单位匹配,横担 ∠75×8×3800,横担 ∠75×8×3800,根,根,100,
Material,4824091,7054203,名称单位匹配,横担 ∠75×10×6200,横担 ∠75×10×6200,根,根,100,
Material,4824093,7054247,名称单位匹配,横担 ∠80×10×1410,横担 ∠80×10×1410,根,根,100,
Material,4824100,7054401,名称单位匹配,横担(Ⅲ) ∠90×8×1500,横担(Ⅲ) ∠90×8×1500,根,根,100,
Material,4824210,7054445,相似名称匹配,横担 槽钢#18×2100,横担 槽钢18×2100,根,根,99,自动采用唯一高相似候选
Material,4824225,7054489,名称单位匹配,横担 ∠50×4×5200,横担 ∠50×4×5200,根,根,100,
Material,4825010,7054511,名称单位匹配,上字形直线杆上横担 ∠50×5×1195,上字形直线杆上横担 ∠50×5×1195,根,根,100,
Material,4825011,7054533,名称单位匹配,上字形直线杆下横担 ∠50×5×2070,上字形直线杆下横担 ∠50×5×2070,根,根,100,
Material,4825013,7054555,名称单位匹配,上字形30°杆下横担 ∠50×5×3670,上字形30°杆下横担 ∠50×5×3670,根,根,100,
Material,4825014,7054577,名称单位匹配,上横担 ∠75×6×1280,上横担 ∠75×6×1280,根,根,100,
Material,4825015,7054599,名称单位匹配,下横担 ∠75×6×3670,下横担 ∠75×6×3670,根,根,100,
Material,4825018,7054665,名称单位匹配,边相横担 ∠75×8×680,边相横担 ∠75×8×680,根,根,100,
Material,4825019,7054687,名称单位匹配,顶相横担 ∠75×8×440,顶相横担 ∠75×8×440,根,根,100,
Material,4825051,7054709,名称单位匹配,登杆横担 ∠40×5×710,登杆横担 ∠40×5×710,根,根,100,
Material,4826010,7054731,规范化名称匹配,Ｕ形抱箍 Φ16×710,Ｕ形抱箍 φ16×710,套,套,98,
Material,4826013,7054775,规范化名称匹配,Ｕ形抱箍 Φ18×710,Ｕ形抱箍 φ18×710,套,套,98,
Material,4826014,7054797,规范化名称匹配,Ｕ形抱箍 Φ20×710,Ｕ形抱箍 φ20×710,套,套,98,
Material,4826015,7054885,人工审核指定电算代号,Ｕ形抱箍(Ⅳ),Ｕ形抱箍(Ⅳ) BLJ-10,套,套,100,L列指定电算代号
Material,4826016,7054907,人工审核指定电算代号,Ｕ形抱箍(Ⅴ),Ｕ形抱箍(Ⅴ) BLJ-10,套,套,100,L列指定电算代号
Material,4826050,8060649,人工审核指定电算代号,Ｕ形抱箍,Ｕ形抱箍 φ300,套,套,100,L列指定电算代号
Material,4826051,7054929,名称单位匹配,镀锌Ｕ形抱箍,镀锌Ｕ形抱箍,套,套,100,
Material,4827010,7054995,名称单位匹配,拉线抱箍 D200 扁钢5×50,拉线抱箍 D200 扁钢5×50,套,套,100,
Material,4827011,7055017,名称单位匹配,拉线抱箍 D200 扁钢6×60,拉线抱箍 D200 扁钢6×60,套,套,100,
Material,4827015,7055039,名称单位匹配,拉线抱箍(加强型) D200 扁钢7×70,拉线抱箍(加强型) D200 扁钢7×70,套,套,100,
Material,4827016,7055061,名称单位匹配,拉线抱箍(加强型) D240 扁钢7×70,拉线抱箍(加强型) D240 扁钢7×70,套,套,100,
Material,4827021,7055083,名称单位匹配,拉线抱箍单拉,拉线抱箍单拉,套,套,100,
Material,4828011,7055127,名称单位匹配,弯灯抱箍 R90,弯灯抱箍 R90,套,套,100,
Material,4828014,7055193,名称单位匹配,单面螺栓抱箍 扁钢4×40,单面螺栓抱箍 扁钢4×40,套,套,100,
Material,4828016,7055215,名称单位匹配,防扭抱箍,防扭抱箍,套,套,100,
Material,4828017,7055545,名称单位匹配,电缆抱箍(Ⅱ8) 扁钢4×40 R160,电缆抱箍(Ⅱ8) 扁钢4×40 R160,套,套,100,
Material,4828018,7055259,名称单位匹配,抱箍(二) 扁钢3×30,抱箍(二) 扁钢3×30,套,套,100,
Material,4828019,7055259,相似名称匹配,抱箍 扁钢3×30,抱箍(二) 扁钢3×30,套,套,97,自动采用唯一高相似候选
Material,4828020,7055237,名称单位匹配,抱箍(一) 扁钢6×80,抱箍(一) 扁钢6×80,套,套,100,
Material,4828026,7054951,名称匹配单位不同,抱箍,抱箍,套,t,100,
Material,4828029,7055347,名称单位匹配,隔离开关操作机构抱箍 扁钢6×40 D300,隔离开关操作机构抱箍 扁钢6×40 D300,套,套,100,
Material,4828030,7055369,名称单位匹配,隔离开关操作机构抱箍 扁钢6×40 D320,隔离开关操作机构抱箍 扁钢6×40 D320,套,套,100,
Material,4828033,7055413,名称单位匹配,撑角抱箍(Ⅲ),撑角抱箍(Ⅲ),套,套,100,
Material,4828034,7055435,名称单位匹配,三极隔离开关操作杆抱箍,三极隔离开关操作杆抱箍,套,套,100,
Material,4828035,7055457,名称单位匹配,中导线抱箍,中导线抱箍,套,套,100,
Material,4828036,7055479,名称单位匹配,传动杆抱箍 扁钢4×40,传动杆抱箍 扁钢4×40,套,套,100,
Material,4828043,7055589,名称单位匹配,电缆固定抱箍 扁钢4×40,电缆固定抱箍 扁钢4×40,套,套,100,
Material,4828047,7055677,人工审核指定电算代号,支座抱箍,支座抱箍(双) D193,套,套,100,L列指定电算代号
Material,4828049,7055655,名称单位匹配,支座抱箍(单) D193,支座抱箍(单) D193,套,套,100,
Material,4828050,7055677,名称单位匹配,支座抱箍(双) D193,支座抱箍(双) D193,套,套,100,
Material,4828051,7055699,名称单位匹配,铁梯抱箍 扁钢5×40 D209,铁梯抱箍 扁钢5×40 D209,套,套,100,
Material,4828052,7055721,名称单位匹配,铁梯抱箍 扁钢5×40 D258,铁梯抱箍 扁钢5×40 D258,套,套,100,
Material,4828053,7055743,名称单位匹配,铁梯抱箍 扁钢5×40 D282,铁梯抱箍 扁钢5×40 D282,套,套,100,
Material,4828054,7055765,名称单位匹配,铁梯抱箍 扁钢5×40 D306,铁梯抱箍 扁钢5×40 D306,套,套,100,
Material,4828055,7055787,名称单位匹配,铁梯抱箍 扁钢5×40 D330,铁梯抱箍 扁钢5×40 D330,套,套,100,
Material,4829011,7055831,名称单位匹配,拉线联板 V-2015,拉线联板 V-2015,个,个,100,
Material,4829012,7055853,名称单位匹配,拉线联板 V-3018,拉线联板 V-3018,个,个,100,
Material,4830010,7055875,规范化名称匹配,拉线棒 Φ16×2700,拉线棒 φ16×2700,根,根,98,
Material,4830011,7055897,规范化名称匹配,拉线棒 Φ19×2700,拉线棒 φ19×2700,根,根,98,
Material,4830012,7055919,规范化名称匹配,拉线棒 Φ20×3300,拉线棒 φ20×3300,根,根,98,
Material,4831010,7055941,名称单位匹配,铁梯 扁钢5×40×1900,铁梯 扁钢5×40×1900,副,副,100,
Material,4831011,7055963,名称单位匹配,梯顶支架 扁钢5×40×550,梯顶支架 扁钢5×40×550,副,副,100,
Material,4831012,7055985,名称单位匹配,铁梯支架(2) 扁钢5×40×468,铁梯支架(2) 扁钢5×40×468,副,副,100,
Material,4831013,7056007,名称单位匹配,铁梯支架(3) 扁钢5×40×611,铁梯支架(3) 扁钢5×40×611,副,副,100,
Material,4831014,7056029,名称单位匹配,铁梯支架(4) 扁钢5×40×754,铁梯支架(4) 扁钢5×40×754,副,副,100,
Material,4831015,7056051,名称单位匹配,铁梯支架(5) 扁钢5×40×897,铁梯支架(5) 扁钢5×40×897,副,副,100,
Material,4831016,7056073,名称单位匹配,铁梯支架(6) 扁钢5×40×1040,铁梯支架(6) 扁钢5×40×1040,副,副,100,
Material,4832010,7056095,名称单位匹配,轴承支架,轴承支架,个,个,100,
Material,4832011,7056117,名称单位匹配,撑杆支架 ∠63×6×610,撑杆支架 ∠63×6×610,根,根,100,
Material,4832022,7056293,名称单位匹配,横担支铁 扁钢4×40×250,横担支铁 扁钢4×40×250,根,根,100,
Material,4832023,7056315,名称单位匹配,针式绝缘子固定支架 扁钢5×50×250,针式绝缘子固定支架 扁钢5×50×250,个,个,100,
Material,4832024,7056337,名称匹配单位不同,电缆终端盒固定支架 扁钢8×80,电缆终端盒固定支架 扁钢8×80,套,个,100,
Material,4832026,7056381,名称单位匹配,熔断器固定支架 扁钢5×50×177,熔断器固定支架 扁钢5×50×177,块,块,100,
Material,4832027,7056403,名称单位匹配,蓄电池抗震铁架 单层,蓄电池抗震铁架 单层,架,架,100,
Material,4832028,7056425,名称单位匹配,蓄电池抗震铁架 多层,蓄电池抗震铁架 多层,架,架,100,
Material,4832150,7056447,规范化名称匹配,太阳能电池板桁架立柱 Φ200×6000,太阳能电池板桁架立柱 φ200×6000,根,根,98,
Material,4832151,7056469,规范化名称匹配,太阳能电池板桁架立柱 Φ200×3000,太阳能电池板桁架立柱 φ200×3000,根,根,98,
Material,4832152,7056491,规范化名称匹配,太阳能电池板桁架立柱 Φ200×4000,太阳能电池板桁架立柱 φ200×4000,根,根,98,
Material,4832153,7056513,规范化名称匹配,太阳能电池板桁架立柱 Φ200×1000,太阳能电池板桁架立柱 φ200×1000,根,根,98,
Material,4832154,7056535,名称单位匹配,太阳能电池板桁架 主杆,太阳能电池板桁架 主杆,10m,10m,100,
